Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Overall_Skills,Performance_Level
Law,Conductor,2.8572916874039227,9.0,1.0,1.0,1.0,8.0,1.0,3.0,3.0,0.0,4.0,1.0,2.0,2.0,1.0,2.142857142857143,Average
Finance,Musician,2.8318927223434582,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.1428571428571428,Average
Medicine,Quantum Physicist,2.9225676227611146,9.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.2857142857142858,Average
Art,Composer,4.329947854487081,7.0,1.0,0.0,0.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.857142857142857,
Computer Science,Urban Planner,4.270302172612565,4.0,2.0,2.0,1.0,8.0,0.0,1.0,1.0,4.0,3.0,4.0,0.0,3.0,1.0,2.2857142857142856,
Marketing,Web Developer,3.9217470824320095,0.0,2.0,3.0,1.0,7.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,0.0,2.5714285714285716,Excellent
Marketing,Civil Engineer,4.773169897618123,4.0,0.0,2.0,0.0,5.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,3.0,1.0,1.8571428571428572,
Music,Biochemist,2.7285586255257464,9.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,0.0,3.0,Average
Chemistry,Dentist,4.227090230705596,9.0,2.0,3.0,0.0,6.0,0.0,2.0,1.0,3.0,0.0,3.0,4.0,2.0,0.0,2.142857142857143,
Engineering,Special Education Teacher,4.324391677289254,5.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.1428571428571428,
Biology,Organic Chemist,2.8442277221353844,5.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,1.4285714285714286,Average
Education,Digital Marketing Specialist,4.860005103276796,3.0,0.0,1.0,0.0,5.0,0.0,2.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,2.142857142857143,
Finance,Legal Consultant,4.232418287013929,8.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.2857142857142856,
Computer Science,Pharmacist,2.570033964053364,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,1.2857142857142858,Average
Medicine,Special Education Teacher,3.1403263020407377,3.0,1.0,4.0,1.0,5.0,1.0,4.0,2.0,0.0,2.0,3.0,2.0,4.0,1.0,2.4285714285714284,Good
Psychology,Biotechnologist,2.6804769950926723,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.8571428571428571,Average
Architecture,Art Director,4.910965462374742,6.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,1.7142857142857142,
Biology,Physical Chemist,2.9004710121277184,0.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,2.0,Average
Biology,Brand Manager,3.367809440810041,7.0,2.0,3.0,0.0,6.0,0.0,1.0,0.0,3.0,4.0,3.0,4.0,0.0,0.0,2.142857142857143,Good
Architecture,Inorganic Chemist,4.211817026159037,8.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,4.0,4.0,3.0,0.0,1.0,2.0,
Chemistry,Legal Consultant,2.710316957673639,7.0,1.0,0.0,0.0,9.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,0.0,2.142857142857143,Average
Psychology,Forensic Psychologist,4.813356405229975,6.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,2.0,3.0,3.0,0.0,2.4285714285714284,
Medicine,Physical Chemist,3.2210095901722107,2.0,1.0,2.0,1.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1428571428571428,Good
Law,Legal Analyst,3.458602337458382,5.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,2.142857142857143,Good
Biology,Illustrator,2.587772190845789,6.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,1.7142857142857142,Average
Biology,Legal Analyst,3.5177457779973405,3.0,1.0,2.0,1.0,8.0,0.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,Excellent
Art,Landscape Architect,4.474534296871223,5.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,1.7142857142857142,
Computer Science,Electrical Engineer,3.246009415877806,8.0,0.0,1.0,0.0,7.0,0.0,1.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,1.7142857142857142,Good
Physics,Ecologist,4.866727517831674,1.0,1.0,3.0,0.0,4.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,2.4285714285714284,
Medicine,Investment Banker,3.656642158463877,8.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,4.0,0.0,1.8571428571428572,Excellent
Music,Legal Secretary,4.233320187856757,1.0,0.0,3.0,0.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,1.8571428571428572,
Biology,Digital Marketing Specialist,2.5750569415538203,4.0,2.0,3.0,0.0,5.0,0.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,0.0,2.857142857142857,Average
Marketing,Market Research Analyst,4.667307110789476,4.0,2.0,2.0,0.0,8.0,0.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.142857142857143,
Chemistry,Data Scientist,4.208145911143043,8.0,2.0,4.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,4.0,0.0,1.0,2.2857142857142856,
Chemistry,Cybersecurity Analyst,4.913237023860994,5.0,1.0,3.0,0.0,7.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,3.142857142857143,
Physics,Marketing Manager,4.974768783245132,4.0,2.0,4.0,1.0,4.0,0.0,0.0,3.0,3.0,0.0,4.0,3.0,3.0,0.0,2.2857142857142856,
Engineering,Marketing Specialist,4.999330581432263,7.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,2.857142857142857,
Biology,Architectural Technologist,4.327125619257021,1.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,
Psychology,Cybersecurity Analyst,3.947128679720315,9.0,0.0,4.0,1.0,9.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,0.0,1.7142857142857142,Excellent
Chemistry,Nurse,3.808824007043836,4.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,4.0,0.0,2.142857142857143,Excellent
Finance,Legal Secretary,3.2661935112806586,8.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,1.7142857142857142,Good
Medicine,Electrical Engineer,4.535038582814483,5.0,0.0,3.0,1.0,6.0,1.0,4.0,3.0,4.0,0.0,1.0,1.0,3.0,0.0,2.2857142857142856,
Medicine,Credit Analyst,4.059626368366994,0.0,0.0,4.0,1.0,7.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.4285714285714286,
Art,Nurse,3.161821736340002,8.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.5714285714285714,Good
Physics,Physician Assistant,4.893662289514454,1.0,2.0,4.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,1.5714285714285714,
Art,Analytical Chemist,3.665565635571012,4.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,4.0,0.0,2.0,Excellent
Law,Inorganic Chemist,3.508612031722521,4.0,2.0,4.0,0.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,2.4285714285714284,Excellent
Psychology,Urban Planner,4.066659819095489,5.0,1.0,4.0,0.0,8.0,1.0,3.0,1.0,2.0,4.0,4.0,0.0,1.0,1.0,2.142857142857143,
Marketing,Industrial-Organizational Psychologist,2.7663130583164137,0.0,2.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,1.1428571428571428,Average
Art,Doctor,3.476694363201802,4.0,0.0,2.0,0.0,6.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,3.0,Good
Psychology,Physicist,2.8888746942900165,7.0,2.0,3.0,0.0,9.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,2.857142857142857,Average
Physics,Risk Analyst,4.738447243509663,5.0,2.0,4.0,0.0,4.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,1.8571428571428572,
Law,Biochemist,4.668327046159529,2.0,0.0,2.0,0.0,8.0,1.0,4.0,3.0,4.0,0.0,3.0,4.0,0.0,0.0,2.5714285714285716,
Finance,Education Administrator,2.8907330590900697,1.0,2.0,0.0,1.0,5.0,0.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,0.0,3.2857142857142856,Average
Architecture,Legal Analyst,4.181146331924776,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,2.5714285714285716,
Medicine,Civil Engineer,2.7788353224114584,3.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,1.2857142857142858,Average
Education,Geneticist,3.7478446735368864,8.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,3.0,2.0,4.0,0.0,4.0,0.0,2.142857142857143,Excellent
Education,Manager,4.703454724004015,8.0,0.0,3.0,1.0,3.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,4.0,1.0,1.8571428571428572,
Engineering,Advertising Manager,3.587360794318797,3.0,1.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,2.7142857142857144,Excellent
Law,Chemical Engineer,3.125604034324163,3.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,0.0,0.0,3.0,Good
Computer Science,Sound Engineer,4.20346156527688,7.0,1.0,3.0,0.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,1.7142857142857142,
Biology,Credit Analyst,4.050705676954926,6.0,2.0,2.0,1.0,6.0,1.0,3.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,1.7142857142857142,
Psychology,Brand Manager,4.411934498793247,9.0,2.0,4.0,0.0,7.0,0.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.142857142857143,
Medicine,Teacher,3.2616513873191497,5.0,2.0,2.0,0.0,8.0,1.0,3.0,4.0,0.0,0.0,4.0,3.0,1.0,0.0,2.142857142857143,Good
Art,Acoustics Specialist,2.850100871049182,8.0,0.0,2.0,0.0,8.0,1.0,2.0,3.0,0.0,1.0,4.0,3.0,2.0,1.0,2.142857142857143,Average
Music,Acoustics Specialist,4.329258935051668,1.0,2.0,1.0,1.0,5.0,0.0,0.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.142857142857143,
Biology,Quantum Physicist,4.2551413838908285,3.0,0.0,0.0,1.0,9.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,1.5714285714285714,
Business,Music Teacher,3.868288782433178,4.0,2.0,3.0,0.0,8.0,0.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.142857142857143,Excellent
Medicine,Lawyer,3.266538240940534,8.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,0.0,2.5714285714285716,Good
Biology,Advertising Manager,4.991145418478679,5.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,2.142857142857143,
Law,Aerospace Engineer,4.465419975571884,8.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.5714285714285714,
Biology,Mechanical Engineer,4.431485172025243,5.0,2.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,2.0,
Music,Nurse,4.625849303720974,0.0,1.0,1.0,0.0,8.0,0.0,4.0,1.0,3.0,4.0,0.0,1.0,4.0,1.0,2.4285714285714284,
Finance,Advertising Manager,4.008209051718943,3.0,0.0,0.0,1.0,7.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.1428571428571428,
Computer Science,Financial Analyst,4.630926056299487,8.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.5714285714285714,
Biology,Inorganic Chemist,4.10867958228191,5.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,0.0,3.0,
Medicine,Special Education Teacher,2.6309330908387456,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,1.8571428571428572,Average
Chemistry,Interior Designer,3.652558707271316,3.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,4.0,3.0,0.0,2.0,Excellent
Music,Teacher,2.798324605616324,7.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,1.7142857142857142,Average
Business,Fluid Mechanics Engineer,3.834980909106675,6.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,0.0,2.7142857142857144,Excellent
Marketing,Artist,4.716951938231046,6.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,0.0,2.5714285714285716,
Architecture,Teacher,4.898186716205212,4.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.4285714285714284,
Finance,Principal,4.160724083330697,3.0,0.0,3.0,1.0,8.0,1.0,4.0,0.0,2.0,3.0,3.0,4.0,1.0,0.0,2.4285714285714284,
Medicine,Teacher,3.972879632011275,1.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,2.5714285714285716,Excellent
Education,Financial Advisor,4.65730735015493,6.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,1.5714285714285714,
Law,Nurse,3.0595783475027627,3.0,1.0,3.0,1.0,9.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,1.0,2.7142857142857144,Good
Education,Illustrator,2.817958136929298,3.0,0.0,4.0,1.0,6.0,1.0,0.0,4.0,3.0,4.0,1.0,3.0,2.0,0.0,2.4285714285714284,Average
Finance,Marketing Specialist,4.1726064815789545,4.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,3.0,
Biology,Accountant,3.079459469292483,9.0,0.0,2.0,1.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.2857142857142858,Good
Marketing,Marketing Specialist,4.486900033314599,1.0,0.0,4.0,1.0,0.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,2.2857142857142856,
Education,Physical Chemist,3.6174336709955552,6.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,2.857142857142857,Excellent
Psychology,Human Resources Specialist,3.926889204981678,2.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,2.2857142857142856,Excellent
Business,Organic Chemist,2.8953839187410795,5.0,0.0,3.0,1.0,7.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,Average
Art,Curriculum Developer,4.164288462463572,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.8571428571428571,
Music,Financial Analyst,4.951268699389723,8.0,2.0,0.0,0.0,9.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.8571428571428572,
Art,Aerospace Engineer,4.515997212203385,3.0,1.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,1.7142857142857142,
Psychology,Education Administrator,2.906842382845228,7.0,1.0,4.0,0.0,4.0,0.0,4.0,2.0,3.0,0.0,3.0,4.0,2.0,1.0,2.5714285714285716,Average
Medicine,Social Media Manager,2.6044188309164533,8.0,1.0,2.0,1.0,6.0,0.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,0.0,2.2857142857142856,Average
Physics,Advertising Manager,4.651834849957352,1.0,1.0,1.0,0.0,9.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.1428571428571428,
Art,Electrical Engineer,4.580640837376311,4.0,2.0,0.0,0.0,9.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,1.7142857142857142,
Engineering,School Counselor,4.345987400541032,6.0,2.0,2.0,1.0,4.0,0.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,2.142857142857143,
Psychology,Financial Advisor,4.259691896657534,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,4.0,1.0,1.8571428571428572,
Finance,School Psychologist,4.352835427280627,7.0,2.0,0.0,0.0,9.0,1.0,4.0,2.0,0.0,4.0,0.0,3.0,3.0,1.0,2.2857142857142856,
Law,Landscape Architect,2.55565746072483,0.0,2.0,3.0,0.0,4.0,0.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.142857142857143,Average
Law,Cybersecurity Analyst,4.663175859286654,8.0,1.0,0.0,0.0,8.0,0.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,2.7142857142857144,
Chemistry,Art Therapist,3.091994905369644,2.0,1.0,3.0,0.0,2.0,0.0,4.0,2.0,4.0,2.0,0.0,3.0,4.0,1.0,2.7142857142857144,Good
Medicine,Biomedical Engineer,3.33235887561504,8.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,2.0,2.0,0.0,2.7142857142857144,Good
Computer Science,Judge,3.1151013588551897,4.0,1.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,2.142857142857143,Good
Chemistry,Astronomer,3.13813421577424,1.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,4.0,0.0,2.0,Good
Chemistry,Principal,2.979138856000485,8.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,4.0,0.0,0.0,1.0,2.142857142857143,Average
Chemistry,Data Scientist,4.700345884900015,0.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,4.0,4.0,1.0,2.4285714285714284,
Art,Biotechnologist,2.9439443649437917,9.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,1.7142857142857142,Average
Psychology,Psychologist,4.398898563837819,5.0,0.0,4.0,0.0,9.0,0.0,4.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,1.8571428571428572,
Physics,Civil Engineer,4.955992807964004,6.0,1.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,0.0,2.0,3.0,3.0,0.0,2.2857142857142856,
Biology,Graphic Designer,3.1793598459799126,6.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,1.0,4.0,2.0,0.0,2.5714285714285716,Good
Art,Legal Analyst,3.4231655862225674,7.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,2.4285714285714284,Good
Business,Digital Marketing Specialist,2.809185306703053,2.0,0.0,0.0,1.0,6.0,0.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,0.0,3.0,Average
Psychology,Legal Secretary,4.198432165187918,8.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.2857142857142858,
Education,Quantum Physicist,3.042545352225704,5.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,2.2857142857142856,Good
Marketing,Surgeon,3.150103588707886,1.0,1.0,3.0,0.0,9.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.2857142857142858,Good
Chemistry,Chemical Engineer,4.593931751349638,6.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,3.4285714285714284,
Art,Game Developer,3.097782299256246,6.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,1.7142857142857142,Good
Business,Clinical Psychologist,3.481745251179499,6.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,2.0,2.0,3.0,1.0,2.4285714285714284,Good
Marketing,AI Researcher,3.353117308058557,4.0,0.0,0.0,1.0,7.0,1.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,Good
Education,Legal Secretary,4.638088856438534,9.0,2.0,1.0,1.0,7.0,1.0,4.0,4.0,3.0,0.0,2.0,3.0,0.0,1.0,2.2857142857142856,
Medicine,Financial Advisor,3.2955815174574354,6.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,Good
Engineering,AI Researcher,4.13503794626819,6.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,
Biology,Fluid Mechanics Engineer,3.086564558782252,4.0,0.0,3.0,0.0,6.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,2.142857142857143,Good
Physics,Advertising Manager,4.611991759018725,0.0,0.0,3.0,0.0,0.0,1.0,4.0,3.0,4.0,0.0,2.0,3.0,2.0,1.0,2.5714285714285716,
Medicine,Surgeon,3.608781067481261,1.0,0.0,3.0,0.0,7.0,0.0,4.0,3.0,0.0,1.0,4.0,0.0,4.0,0.0,2.2857142857142856,Excellent
Law,Illustrator,3.702283812456078,5.0,0.0,1.0,0.0,5.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0,2.5714285714285716,Excellent
Biology,Actuary,4.142804960514647,8.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,1.5714285714285714,
Engineering,Forensic Psychologist,3.1789548549240907,4.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.7142857142857142,Good
Biology,Graphic Designer,4.526727421449568,6.0,1.0,2.0,0.0,3.0,0.0,3.0,4.0,0.0,2.0,1.0,3.0,2.0,0.0,2.142857142857143,
Computer Science,Financial Analyst,2.833409539522841,2.0,1.0,1.0,1.0,6.0,1.0,4.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,1.8571428571428572,Average
Engineering,Zoologist,3.458329830429524,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.4285714285714286,Good
Chemistry,Forensic Psychologist,4.57974215882226,4.0,2.0,4.0,1.0,6.0,1.0,1.0,0.0,3.0,3.0,4.0,3.0,3.0,1.0,2.4285714285714284,
Music,Advertising Manager,2.6302305452919708,6.0,1.0,0.0,1.0,8.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,Average
Biology,Principal,3.906227519871636,8.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,2.2857142857142856,Excellent
Chemistry,Electrical Engineer,4.45509659655362,8.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,1.7142857142857142,
Finance,Human Resources Specialist,4.167067827464544,7.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,2.142857142857143,
Computer Science,Physician Assistant,3.707280889803618,4.0,0.0,1.0,0.0,8.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,0.0,2.2857142857142856,Excellent
Medicine,Marketing Specialist,4.242331841841257,1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,1.5714285714285714,
Finance,Architectural Technologist,2.872303785803789,1.0,1.0,3.0,1.0,9.0,0.0,4.0,4.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,Average
Computer Science,Chemist,2.875489021490888,5.0,0.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,1.8571428571428572,Average
Chemistry,Biologist,3.628861613443145,4.0,2.0,4.0,0.0,7.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,0.0,2.4285714285714284,Excellent
Law,Surgeon,3.836476269529689,5.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.5714285714285716,Excellent
Psychology,Brand Manager,4.784256073444613,7.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.42857142857142855,
Architecture,Legal Consultant,3.473202689679896,5.0,2.0,3.0,1.0,2.0,0.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,0.0,3.0,Good
Physics,Animator,3.552043577299158,4.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,1.7142857142857142,Excellent
Marketing,Artist,3.1945883188332846,4.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8571428571428571,Good
Biology,Teacher,3.397415508003208,2.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,4.0,1.0,2.2857142857142856,Good
Music,Lawyer,4.189948884236825,9.0,1.0,3.0,0.0,8.0,0.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,0.0,3.142857142857143,
Psychology,Civil Engineer,3.430427496410908,7.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,Good
Biology,Construction Manager,4.028674977067648,0.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,1.8571428571428572,
Computer Science,Architect,4.1217569716624,1.0,0.0,4.0,0.0,8.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.1428571428571428,
Business,Sound Engineer,2.791824164134669,8.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,0.0,3.142857142857143,Average
Biology,Industrial-Organizational Psychologist,4.2361452035970295,2.0,1.0,1.0,0.0,6.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.7142857142857144,
Law,Artist,3.163312865874347,8.0,2.0,3.0,0.0,4.0,0.0,3.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,2.142857142857143,Good
